dialogue,emotion
 That would be great . ,joy
 Glad you asked me to join you . This will be fun ! ,joy
 It's huge ! ,other
"Oh , my ! It's really hot . I've never seen such scorching weather in my life . ",other
" Oh , look at the thermometer ! The temperature has hit 98 . ",other
 I was away for my vacation . ,joy
 Good . I wish I could have another vacation . ,joy
"Watch out , Patrick ! ",other
" Whew ! Thanks , Karen . That car almost hit me . ",joy
Hi . are you new here ? ,joy
 Yes . I moved here last week . ,joy
" I'm Steven , your neighbour . ",joy
 I'm Charlie . Nice to meet you . ,joy
" Nice to meet you , too . ",joy
" Since we live in the same neighbourhood , maybe we can help each other from now on . ",joy
" I guess so . I live next door but one , and hope you'll drop in now and then . ",joy
 Thank you . I will . ,joy
"The summers are so great here ! Not hot at all . I love the cooling breezes , the clear air , all the greenery . ",joy
 This really has been a wonderful holiday for us . Shall we take a walk around the pond or into those woods for a while ? ,joy
 Let's do both ! Are we in a rush or anything ,joy
" Sounds fine to me . Whatever , let's enjoy this pond first . ",joy
" Sure . We can walk around to that path that leads into the woods there . Hey , look ! There are some wild ducks over there in the reeds . ",joy
 I see them ! Wow ! How do you know they're wild ? ,joy
" I used to go hunting with my uncle , that's how . ",joy
 They're neat . Now Let's take that path into the woods and see what we can see ... ,joy
 Really ? When did you decide this ? ,other
" That's exciting , man . ",joy
" I think that's the idea I was looking for . Thanks , man . ",joy
 Don't mention it . Good luck . You're going to need it . ,joy
" Oh , they are playing the wedding March . Here they come . ",joy
 She is a beautiful bride . ,joy
 I am so happy for them . ,joy
 Are you crying ? ,joy
" Yes , I always cry at weddings . ",joy
 Harris and Anne are perfect for each other . ,joy
" Yes , they are . ",joy
 You and Tom also make a great couple . ,joy
 Try to catch this bouquet then . ,joy
 A coffee grinder ? ,other
" You are right . I am not boasting , but she is really as beautiful as she is intelligent . ",joy
" Well , I really envy you for finding such a nice girl . ",joy
 Waiter ! ,anger
" I've never been to such a dirty restaurant , and never seen such slow service . ",anger
Dalian is a beautiful city . Do you agree ? ,joy
 The climate here is pleasant . ,joy
 This city is really comfortable to living . ,joy
 No other city can match it . It's heaven . ,joy
"Well , I ’ d better get back to work . I ’ Ve got a ton of stuff on my desk ! ",anger
" Yeah , definitely . I was hoping to catch a ride with you . ",joy
 Sure . Meet me at five . ,joy
"you are dressed to kill . You look gorgeous , Alexander . ",joy
 a guy I met on the internet three month ago . ,other
I can ’ t believe that Anthony is finally getting married ! ,other
 Don ’ t be mean . Look here come the bridesmaids ! Their dresses look beautiful ! ,joy
" That ’ s the flower girl and the ring bearer . I ’ m pretty sure they ’ re the groom ’ s niece and nephew . Oh , they look so cute ! ",joy
" That ’ s all you ever think about , food ! Oh , I think the bride ’ s coming now ! She looks gorgeous . Wait , what ’ s she doing ? Where ’ s she going ? ",other
" Oh , no ! I can't have failed . surely ? ",other
 Whatever am i going to tell me parents . ,sadness
 Really ? Are you going to introduce us ? ,other
"Hello , I'm Lance . ",joy
" Hello , my name is Paula . Nice to meet you ! ",joy
" Nice to meet you , too . ",joy
"Let me hold the door for you , miss . ",joy
 Thank you . You're very kind . ,joy
 Come on . Put the gun down . ,other
" Thank you , Mr . Parker . ",joy
 So we can relax now . ,joy
" Yeah , I could hardly wait to see it . ",joy
 It ’ s really very good . ,joy
" Hi , Don . What a surprise ! ",other
 I'm doing business through Internet now . ,joy
" Oh , really ? Is it a good way ? ",other
" Yes , very good . ",joy
 It is very convenient . You know you can browse the website and send e-mails to your customers at any time . ,joy
" Also it has low cost , and you know you only need to pay the fee of Internet , which is very cheap . ",joy
 Thanks . Maybe I will do business through Internet in the future . ,joy
 Yeah . She's a healthy beautiful girl . ,joy
 Congratulations . How is your wife doing ? ,joy
" She is tired , but getting a lot of rest now . ",joy
 That's good to hear . ,joy
 That ’ s my brother ! ,other
 Would you like to play tennis with me ? ,joy
 I'd like to . ,joy
 Be sure to get to the sports hall at nine o'clock on Sunday morning . ,joy
" OK , will do ! ",joy
" Well , I confess . I did it , because I urgently need money to buy some medicine for my mother for she is badly ill . I'm ashamed that I did that . ",sadness
 I will . ,sadness
 What do you mean ? My daddy gave me this car for my birthday last month . It ’ s brand new ! ,anger
 What ! How am I supposed to get to school or go shopping ? This is not happening ! ,other
I like this kind of weather . ,joy
" Yes , a little breeze and a lovely moon . ",joy
 And it's calm . I like the peace . ,joy
" Me , too . ",joy
Do you like climbing ? ,joy
" Yes , I like it very much . ",joy
 How about climbing up the Fragrant Mountain tomorrow ? ,joy
 Where is it ? ,joy
" It is located at the east foot of Western Mountain of Beijing , in a park with the same name . There are some huge stones within the mountain which look like the censer , so it is called ' Fragrant Mountain ' . ",joy
 Have you visited it before ? ,joy
" Many times . Except climbing , there are many attractions worth visiting . ",joy
 Like what ? ,joy
" It is the best season to view red leaves from the Mid-October to the first ten days of November . During the period , thousands of hectares of maples on the sloping field are so red that you would recognize them as fallen petals by mistake if looking from a further area . The bright red , pink , scarlet , and peach-puff leaves are distributed in different layout , with some green pines and cypresses dotted in between . ",joy
 Sounds marvelous . ,joy
 You can take a bird-eye view at the glorious picture when you arrive at the top of the mountain . ,joy
 Great . I will prepare some clothes and food for the climbing . ,joy
 Frank has gone out with Lucy again . ,sadness
" Lucy is known as a social butterfly . She has taken many rich men for a ride , you know . ",sadness
" To tell you the truth , it's the most tedious course I'ever had . ",other
"Lester , you are really fantastic at automobile repair . ",joy
" Thanks , June . But I think I need to be certified as a mechanic before I ’ m allowed to repair cars for a living . ",joy
 That ’ s not a big problem . There are many small schools for adults like you who can study to be certified . ,joy
 I guess I never thought of that before . ,joy
" And you can easily get a student loan from a vocational school , or from the government . ",joy
" Wow , you ’ Ve inspired me to do something ! ",joy
 That ’ s great ! Do you have any plans ? ,joy
" Well , I ’ Ve been working so hard lately , so I ’ ll probably just take it easy . ",joy
 Sounds nice . ,joy
" Yeah , I ’ ll probably just stay in and relax . Maybe watch a few movies . ",joy
 Can I stop by ? ,joy
 Sure . Any time . ,joy
 You ’ re kidding . It can ’ t be true . ,other
 Really ? I ’ m surprised . ,other
 Me too . ,other
How do you like waltz ? ,joy
" It's very nice , I like it very much . ",joy
 May I invite you for the first dance ? ,joy
 My pleasure . But I'm afraid I'm not much of a dancer . ,joy
" In fact , I took up dancing quite recently , too . ",joy
" Oh , really ? But you're doing the tango wonderfully well . ",joy
" I'm glad you say so , you dance beautifully too . It's lucky that I got a partner . ",joy
 Thank you for your compliments . It's just that you are a good leader . Do you like the samba and waltz ? ,joy
 Yes . And what dances do you like best ? ,joy
 Waltz is my favorite . I like it better than any other dances . ,joy
" Oh , the music has stopped . Thank you for the dance . ",joy
 My pleasure . Let's go and have a drink . ,joy
 Fine . ,joy
 That doesn ’ t make any sense . ,sadness
Happy Valentine's Day ! ,joy
 That's nice of you . ,joy
 Could I treat you to dinner tonight ? ,joy
 Wonderful . ,joy
 Really ? I didn't realize it was so late . ,other
 So boring ! Shall we go out for a picnic with my friends ? ,joy
 Sounds interesting . Who are the other people ? ,joy
" Fred and David , my college class mates and Rachel . ",joy
 Gorgeous ! What should I bring on that day ? ,joy
 Your tent and enough food and water . ,joy
" You mean , we can do many other things after the picnic , right ? ",joy
" We can go fishing , chatting and camping . ",joy
 What are we waiting for ? Come on ! ,joy
 Don't hurry . Wait for my call . ,joy
Guess what ? I won the speech contest at my school . ,joy
" Wow , that's great ! ",joy
 I ’ m afraid I ’ m already booked up for next Sunday . But thank you just the same . ,sadness
 That ’ s a pity . We can arrange another time hopefully . ,sadness
 They killed another hostage . ,other
" Oh , how awful . What a terrible thing to do . ",other
 I agree completely . I just don't understand what's wrong with them . Don't they have any humanity ? ,other
 Really ? What happened ? ,other
" Thanks . Gee , it's really light ! ",joy
" Yes , it is , isn't it ? A bit too light , really . What make have you got ? ",joy
" Wow , that's really old . ",joy
" Yes , I like collecting antiques . ",joy
" Really , what makes you say that ? ",other
" Well , that's nice I guess . So how many kids do you have ? ",joy
 Three . Two boys and a girl . ,joy
 I don't think we have anything to worry about . Do you want to put on a cup of tea as well ? ,joy
